"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2013","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, (EXCL ALFALFA), IRRIGATED - YIELD, MEASURED IN TONS / ACRE, DRY BASIS","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (GRAVITY)","2.1",""
"CENSUS","2013","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, (EXCL ALFALFA), IRRIGATED - YIELD, MEASURED IN TONS / ACRE, DRY BASIS","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE)","2.5",""
"CENSUS","2013","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, (EXCL ALFALFA), IRRIGATED - YIELD, MEASURED IN TONS / ACRE, DRY BASIS","TOTAL","NOT SPECIFIED","2.2",""
"CENSUS","2013","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, (EXCL ALFALFA), NON-IRRIGATED - YIELD, MEASURED IN TONS / ACRE, DRY BASIS","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","1.1",""
"CENSUS","2013","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, ALFALFA, IRRIGATED - YIELD, MEASURED IN TONS / ACRE, DRY BASIS","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (GRAVITY)","3.5",""
"CENSUS","2013","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, ALFALFA, IRRIGATED - YIELD, MEASURED IN TONS / ACRE, DRY BASIS","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE)","3.7",""
"CENSUS","2013","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, ALFALFA, IRRIGATED - YIELD, MEASURED IN TONS / ACRE, DRY BASIS","TOTAL","NOT SPECIFIED","3.7",""
"CENSUS","2013","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, ALFALFA, NON-IRRIGATED - YIELD, MEASURED IN TONS / ACRE, DRY BASIS","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","1.2",""
"CENSUS","2013","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","LETTUCE","LETTUCE, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE, LOW FLOW (DRIP OR MICRO SPRINKLER))","409",""
"CENSUS","2013","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","LETTUCE","LETTUCE, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE, SPRINKLER)","361",""
"CENSUS","2013","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","LETTUCE","LETTUCE, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","368",""
"CENSUS","2013","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","POTATOES","POTATOES, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE, LOW FLOW (DRIP OR MICRO SPRINKLER))","337",""
"CENSUS","2013","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","POTATOES","POTATOES, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE, SPRINKLER)","322",""
"CENSUS","2013","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","POTATOES","POTATOES, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","322",""
"CENSUS","2013","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","SORGHUM","SORGHUM, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE)","96",""
"CENSUS","2013","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","SORGHUM","SORGHUM, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","96",""
"CENSUS","2013","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","SOYBEANS","SOYBEANS, IRRIGATED - YIELD, MEASURED IN BU / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (GRAVITY)","47",""
"CENSUS","2013","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","SOYBEANS","SOYBEANS, IRRIGATED - YIELD, MEASURED IN BU / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE)","39",""
"CENSUS","2013","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","SOYBEANS","SOYBEANS, IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","44",""
"CENSUS","2013","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","SOYBEANS","SOYBEANS, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","41",""
"CENSUS","2013","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","SWEET CORN","SWEET CORN, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (GRAVITY)","99",""
"CENSUS","2013","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","SWEET CORN","SWEET CORN, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE, LOW FLOW (DRIP OR MICRO SPRINKLER))","195",""
"CENSUS","2013","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","SWEET CORN","SWEET CORN, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE, SPRINKLER)","104",""
"CENSUS","2013","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","SWEET CORN","SWEET CORN, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","105",""
"CENSUS","2013","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (GRAVITY)"," (D)",""
"CENSUS","2013","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE, LOW FLOW (DRIP OR MICRO SPRINKLER))"," (D)",""
"CENSUS","2013","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE, SPRINKLER)","100",""
"CENSUS","2013","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","120",""
"CENSUS","2013","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (GRAVITY)","61",""
"CENSUS","2013","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE)","75",""
"CENSUS","2013","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","69",""
"CENSUS","2013","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","WHEAT","WHEAT, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","36",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","BEANS","BEANS, DRY EDIBLE, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (GRAVITY)","24",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","BEANS","BEANS, DRY EDIBLE, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE)","24",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","BEANS","BEANS, DRY EDIBLE, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","24",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (GRAVITY)","216",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE)","206",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","209",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","CORN","CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)"," (D)",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","CORN","CORN, SILAGE, IRRIGATED - YIELD, MEASURED IN TONS / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (GRAVITY)","32",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","CORN","CORN, SILAGE, IRRIGATED - YIELD, MEASURED IN TONS / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE)","26",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","CORN","CORN, SILAGE, IRRIGATED - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","26",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","CORN","CORN, SILAGE, NON-IRRIGATED - YIELD, MEASURED IN TONS / ACRE","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","16",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, (EXCL ALFALFA), IRRIGATED - YIELD, MEASURED IN TONS / ACRE, DRY BASIS","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (GRAVITY)","1.9",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, (EXCL ALFALFA), IRRIGATED - YIELD, MEASURED IN TONS / ACRE, DRY BASIS","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE)","3.3",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, (EXCL ALFALFA), IRRIGATED - YIELD, MEASURED IN TONS / ACRE, DRY BASIS","TOTAL","NOT SPECIFIED","2.6",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, (EXCL ALFALFA), NON-IRRIGATED - YIELD, MEASURED IN TONS / ACRE, DRY BASIS","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","1.9",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, ALFALFA, IRRIGATED - YIELD, MEASURED IN TONS / ACRE, DRY BASIS","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (GRAVITY)","4.5",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, ALFALFA, IRRIGATED - YIELD, MEASURED IN TONS / ACRE, DRY BASIS","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE)","4.8",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, ALFALFA, IRRIGATED - YIELD, MEASURED IN TONS / ACRE, DRY BASIS","TOTAL","NOT SPECIFIED","4.7",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, ALFALFA, NON-IRRIGATED - YIELD, MEASURED IN TONS / ACRE, DRY BASIS","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","2.3",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","LETTUCE","LETTUCE, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (GRAVITY)","147",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","LETTUCE","LETTUCE, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE, LOW FLOW (DRIP OR MICRO SPRINKLER))","129",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","LETTUCE","LETTUCE, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE, SPRINKLER)","149",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","LETTUCE","LETTUCE, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","145",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","LETTUCE","LETTUCE, NON-IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","1",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","POTATOES","POTATOES, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (GRAVITY)","488",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","POTATOES","POTATOES, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE, LOW FLOW (DRIP OR MICRO SPRINKLER))","122",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","POTATOES","POTATOES, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE, SPRINKLER)","344",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","POTATOES","POTATOES, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","344",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","POTATOES","POTATOES, NON-IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","1",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","SWEET CORN","SWEET CORN, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (GRAVITY)","179",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","SWEET CORN","SWEET CORN, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE, LOW FLOW (DRIP OR MICRO SPRINKLER))","166",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","SWEET CORN","SWEET CORN, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE, SPRINKLER)","194",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","SWEET CORN","SWEET CORN, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","193",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","SWEET CORN","SWEET CORN, NON-IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","1",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (GRAVITY)","317",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE, LOW FLOW (DRIP OR MICRO SPRINKLER))","201",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE, SPRINKLER)","248",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","231",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, NON-IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","1",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (GRAVITY)","103",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE)","101",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","WHEAT","WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","101",""
"CENSUS","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","WHEAT","WHEAT, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","59",""
"CENSUS","2013","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","BEANS","BEANS, DRY EDIBLE, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (GRAVITY)","27",""
"CENSUS","2013","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","BEANS","BEANS, DRY EDIBLE, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE)","27",""
"CENSUS","2013","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","BEANS","BEANS, DRY EDIBLE, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","27",""
"CENSUS","2013","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","BEANS","BEANS, DRY EDIBLE, NON-IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","23",""
"CENSUS","2013","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (GRAVITY)","194",""
"CENSUS","2013","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE)","212",""
"CENSUS","2013","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CORN","CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","210",""
"CENSUS","2013","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CORN","CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)"," (D)",""
"CENSUS","2013","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CORN","CORN, SILAGE, IRRIGATED - YIELD, MEASURED IN TONS / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (GRAVITY)","27",""
"CENSUS","2013","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CORN","CORN, SILAGE, IRRIGATED - YIELD, MEASURED IN TONS / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE)","28",""
"CENSUS","2013","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CORN","CORN, SILAGE, IRRIGATED - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","28",""
"CENSUS","2013","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CORN","CORN, SILAGE, NON-IRRIGATED - YIELD, MEASURED IN TONS / ACRE","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","24",""
"CENSUS","2013","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, (EXCL ALFALFA), IRRIGATED - YIELD, MEASURED IN TONS / ACRE, DRY BASIS","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (GRAVITY)","4.9",""
"CENSUS","2013","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, (EXCL ALFALFA), IRRIGATED - YIELD, MEASURED IN TONS / ACRE, DRY BASIS","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE)","5.5",""
"CENSUS","2013","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, (EXCL ALFALFA), IRRIGATED - YIELD, MEASURED IN TONS / ACRE, DRY BASIS","TOTAL","NOT SPECIFIED","5.3",""
"CENSUS","2013","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, (EXCL ALFALFA), NON-IRRIGATED - YIELD, MEASURED IN TONS / ACRE, DRY BASIS","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","2.1",""
"CENSUS","2013","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, ALFALFA, IRRIGATED - YIELD, MEASURED IN TONS / ACRE, DRY BASIS","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (GRAVITY)","6.6",""
"CENSUS","2013","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, ALFALFA, IRRIGATED - YIELD, MEASURED IN TONS / ACRE, DRY BASIS","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE)","6.3",""
"CENSUS","2013","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, ALFALFA, IRRIGATED - YIELD, MEASURED IN TONS / ACRE, DRY BASIS","TOTAL","NOT SPECIFIED","6.3",""
"CENSUS","2013","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, ALFALFA, NON-IRRIGATED - YIELD, MEASURED IN TONS / ACRE, DRY BASIS","IRRIGATION STATUS","IRRIGATION STATUS: (ANY ON OPERATION)","1.7",""
"CENSUS","2013","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","LETTUCE","LETTUCE, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (GRAVITY)","100",""
"CENSUS","2013","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","LETTUCE","LETTUCE, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE, LOW FLOW (DRIP OR MICRO SPRINKLER))","170",""
"CENSUS","2013","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","LETTUCE","LETTUCE, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE, SPRINKLER)","228",""
"CENSUS","2013","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","LETTUCE","LETTUCE, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","214",""
"CENSUS","2013","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (GRAVITY)","428",""
"CENSUS","2013","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE, LOW FLOW (DRIP OR MICRO SPRINKLER))","402",""
"CENSUS","2013","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","POTATOES","POTATOES, IRRIGATED - YIELD, MEASURED IN CWT / ACRE","IRRIGATION METHOD, PRIMARY","IRRIGATION METHOD, PRIMARY: (PRESSURE, SPRINKLER)","513",""
