location,commodity,acres,yield,price,unit,price_unit
16063,"WHEAT, WINTER, IRRIGATED",1935,116.92,6.29,BU / ACRE,$ / BU
41025,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",12939,1.81,189.38,TONS / ACRE,$ / TON
06057,POTATOES,15,408.50,13.44,CWT / ACRE,$ / CWT
53057,"CORN, SILAGE, NON-IRRIGATED",6837,23.56,5.380,TONS / ACRE,$ / TON
30029,"HAYLAGE, (EXCL ALFALFA)",430,1.37,20.676,TONS / ACRE,$ / TON
06007,"CORN, GRAIN, IRRIGATED",499,186.07,5.19,BU / ACRE,$ / BU
30077,"BARLEY, IRRIGATED",215,85.64,5.28,BU / ACRE,$ / BU
41029,"BEANS, DRY EDIBLE, IRRIGATED",6,2400.00,0.358,LB / ACRE,$ / LB
16013,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",496,1.26,171.63,TONS / ACRE,$ / TON
53035,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",402,1.26,190.25,TONS / ACRE,$ / TON
53043,"HAY, ALFALFA, NON-IRRIGATED",10095,1.46,186.25,TONS / ACRE,$ / TON
53057,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",6045,2.64,190.25,TONS / ACRE,$ / TON
53003,"HAY, ALFALFA",1887,0.96,186.25,TONS / ACRE,$ / TON
30049,"HAYLAGE, (EXCL ALFALFA)",165,1.15,20.676,TONS / ACRE,$ / TON
16073,"CORN, SILAGE, IRRIGATED",10759,27.03,5.240,TONS / ACRE,$ / TON
41021,"HAY, ALFALFA, NON-IRRIGATED",0,2.31,190.00,TONS / ACRE,$ / TON
41007,"HAYLAGE, (EXCL ALFALFA)",1969,6.78,37.276,TONS / ACRE,$ / TON
53073,"BEANS, DRY EDIBLE, IRRIGATED",3,1765.00,0.346,LB / ACRE,$ / LB
41001,"BARLEY, NON-IRRIGATED",417,51.02,4.21,BU / ACRE,$ / BU
41017,"HAY, ALFALFA, IRRIGATED",7485,3.22,190.00,TONS / ACRE,$ / TON
16031,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",3406,1.55,171.63,TONS / ACRE,$ / TON
16075,"HAY, ALFALFA, NON-IRRIGATED",249,0.99,174.38,TONS / ACRE,$ / TON
41059,"HAY, ALFALFA, NON-IRRIGATED",2612,3.04,190.00,TONS / ACRE,$ / TON
53001,"CORN, GRAIN, NON-IRRIGATED",0,205.00,5.38,BU / ACRE,$ / BU
41045,"BEANS, DRY EDIBLE, NON-IRRIGATED",459,2231.25,0.358,LB / ACRE,$ / LB
53037,"WHEAT, WINTER",593,78.40,6.49,BU / ACRE,$ / BU
06101,"CORN, GRAIN, NON-IRRIGATED",224,207.63,5.19,BU / ACRE,$ / BU
30035,"HAY, ALFALFA, IRRIGATED",13304,2.32,110.50,TONS / ACRE,$ / TON
53073,"BEANS, DRY EDIBLE, NON-IRRIGATED",0,1765.00,0.346,LB / ACRE,$ / LB
06013,"HAY, ALFALFA, NON-IRRIGATED",256,2.46,189.00,TONS / ACRE,$ / TON
06045,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",3525,1.48,179.50,TONS / ACRE,$ / TON
53025,"WHEAT, WINTER",110323,67.06,6.49,BU / ACRE,$ / BU
16063,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",543,1.48,171.63,TONS / ACRE,$ / TON
16001,"CORN, GRAIN, NON-IRRIGATED",0,184.03,5.24,BU / ACRE,$ / BU
16075,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",616,2.46,171.63,TONS / ACRE,$ / TON
41001,POTATOES,5762,466.75,8.11,CWT / ACRE,$ / CWT
53041,"HAYLAGE, ALFALFA",661,4.03,37.250,TONS / ACRE,$ / TON
06077,"BARLEY, NON-IRRIGATED",0,24.10,5.09,BU / ACRE,$ / BU
06099,"CORN, GRAIN, NON-IRRIGATED",2519,139.20,5.19,BU / ACRE,$ / BU
41049,"CORN, SILAGE, IRRIGATED",7010,31.56,5.300,TONS / ACRE,$ / TON
30089,"HAY, ALFALFA, NON-IRRIGATED",6082,0.93,110.50,TONS / ACRE,$ / TON
06099,"WHEAT, WINTER, IRRIGATED",2829,82.35,5.77,BU / ACRE,$ / BU
41065,"WHEAT, WINTER, IRRIGATED",3436,63.87,6.72,BU / ACRE,$ / BU
41001,"HAYLAGE, ALFALFA, NON-IRRIGATED",0,1.67,38.000,TONS / ACRE,$ / TON
41047,"WHEAT, WINTER, NON-IRRIGATED",14589,79.53,6.72,BU / ACRE,$ / BU
41017,"WHEAT, WINTER",1096,85.98,6.72,BU / ACRE,$ / BU
53063,"HAYLAGE, ALFALFA, NON-IRRIGATED",1264,4.73,37.250,TONS / ACRE,$ / TON
41013,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",5748,2.47,189.38,TONS / ACRE,$ / TON
53021,"WHEAT, WINTER, IRRIGATED",13101,109.98,6.49,BU / ACRE,$ / BU
16039,OATS,60,100.00,2.80,BU / ACRE,$ / BU
41009,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",119,2.26,189.38,TONS / ACRE,$ / TON
16045,"SUGARBEETS, NON-IRRIGATED",0,36.84,48.40,TONS / ACRE,$ / TON
30029,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",633,2.25,109.38,TONS / ACRE,$ / TON
53063,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",785,5.39,190.25,TONS / ACRE,$ / TON
30099,"HAY, ALFALFA, NON-IRRIGATED",12078,1.12,110.50,TONS / ACRE,$ / TON
06039,"WHEAT, WINTER, IRRIGATED",2546,86.13,5.77,BU / ACRE,$ / BU
16045,"HAYLAGE, (EXCL ALFALFA)",267,5.74,27.300,TONS / ACRE,$ / TON
06013,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",312,1.35,179.50,TONS / ACRE,$ / TON
41061,"HAY, ALFALFA, IRRIGATED",10767,3.99,190.00,TONS / ACRE,$ / TON
30061,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",0,1.06,109.38,TONS / ACRE,$ / TON
16031,BARLEY,23764,118.33,5.33,BU / ACRE,$ / BU
16053,"CORN, SILAGE, NON-IRRIGATED",0,27.93,5.240,TONS / ACRE,$ / TON
16075,"CORN, GRAIN, NON-IRRIGATED",0,197.63,5.24,BU / ACRE,$ / BU
30073,"WHEAT, WINTER, NON-IRRIGATED",70186,37.04,6.39,BU / ACRE,$ / BU
53039,"WHEAT, WINTER, IRRIGATED",1323,108.55,6.49,BU / ACRE,$ / BU
41029,POTATOES,12,561.25,8.11,CWT / ACRE,$ / CWT
41039,"BEANS, DRY EDIBLE, IRRIGATED",161,2400.00,0.358,LB / ACRE,$ / LB
53073,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",6527,1.97,190.25,TONS / ACRE,$ / TON
30035,"WHEAT, WINTER, IRRIGATED",2127,38.07,6.39,BU / ACRE,$ / BU
16047,"HAY, ALFALFA, NON-IRRIGATED",1614,0.94,174.38,TONS / ACRE,$ / TON
53001,"CORN, GRAIN, IRRIGATED",13646,210.00,5.38,BU / ACRE,$ / BU
30049,"HAYLAGE, ALFALFA, NON-IRRIGATED",0,1.36,22.100,TONS / ACRE,$ / TON
30077,"BARLEY, NON-IRRIGATED",0,59.31,5.28,BU / ACRE,$ / BU
16049,"HAY, ALFALFA, NON-IRRIGATED",16240,1.80,174.38,TONS / ACRE,$ / TON
06039,"CORN, GRAIN, NON-IRRIGATED",0,163.00,5.19,BU / ACRE,$ / BU
41045,"CORN, SILAGE, IRRIGATED",7238,28.06,5.300,TONS / ACRE,$ / TON
06047,"CORN, GRAIN, NON-IRRIGATED",300,188.43,5.19,BU / ACRE,$ / BU
16045,"HAY, ALFALFA, NON-IRRIGATED",1193,1.10,174.38,TONS / ACRE,$ / TON
06095,"HAY, ALFALFA, IRRIGATED",29781,6.69,189.00,TONS / ACRE,$ / TON
41053,"OATS, IRRIGATED",23,91.44,3.40,BU / ACRE,$ / BU
06097,"HAYLAGE, ALFALFA, NON-IRRIGATED",7,6.89,37.800,TONS / ACRE,$ / TON
16003,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",1455,2.02,171.63,TONS / ACRE,$ / TON
41045,"BEANS, DRY EDIBLE, IRRIGATED",5199,2231.25,0.358,LB / ACRE,$ / LB
41059,"BEANS, DRY EDIBLE, IRRIGATED",1521,2400.00,0.358,LB / ACRE,$ / LB
41047,POTATOES,19,367.60,8.11,CWT / ACRE,$ / CWT
16039,"BEANS, DRY EDIBLE, IRRIGATED",1815,2600.00,0.326,LB / ACRE,$ / LB
16087,"CORN, GRAIN, NON-IRRIGATED",0,166.35,5.24,BU / ACRE,$ / BU
53011,"HAYLAGE, (EXCL ALFALFA), IRRIGATED",548,6.24,40.426,TONS / ACRE,$ / TON
53059,"HAY, ALFALFA",26,1.54,186.25,TONS / ACRE,$ / TON
06019,"HAYLAGE, (EXCL ALFALFA)",8697,14.60,29.626,TONS / ACRE,$ / TON
06021,"CORN, SILAGE",7152,27.05,5.190,TONS / ACRE,$ / TON
06019,"BEANS, DRY EDIBLE, NON-IRRIGATED",0,2446.00,0.549,LB / ACRE,$ / LB
16053,"HAY, ALFALFA, NON-IRRIGATED",15,1.24,174.38,TONS / ACRE,$ / TON
41005,"SUGARBEETS, NON-IRRIGATED",0,35.73,48.40,TONS / ACRE,$ / TON
53021,"CORN, GRAIN, IRRIGATED",20400,210.00,5.38,BU / ACRE,$ / BU
06057,"BEANS, DRY EDIBLE, NON-IRRIGATED",0,,0.549,LB / ACRE,$ / LB
53041,"HAY, ALFALFA, NON-IRRIGATED",582,1.73,186.25,TONS / ACRE,$ / TON
16001,"BARLEY, IRRIGATED",1391,109.02,5.33,BU / ACRE,$ / BU
30029,OATS,366,66.01,3.00,BU / ACRE,$ / BU
30063,"HAYLAGE, (EXCL ALFALFA), IRRIGATED",66,3.91,20.676,TONS / ACRE,$ / TON
53009,"HAYLAGE, ALFALFA",325,3.96,37.250,TONS / ACRE,$ / TON
41029,"BEANS, DRY EDIBLE, NON-IRRIGATED",0,2231.25,0.358,LB / ACRE,$ / LB
41071,"SUGARBEETS, NON-IRRIGATED",0,35.73,48.40,TONS / ACRE,$ / TON
16083,"CORN, GRAIN, NON-IRRIGATED",0,165.40,5.24,BU / ACRE,$ / BU
41023,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",2449,2.00,189.38,TONS / ACRE,$ / TON
06019,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",3809,3.40,179.50,TONS / ACRE,$ / TON
16013,"HAY, ALFALFA, IRRIGATED",17524,3.79,174.38,TONS / ACRE,$ / TON
06109,"CORN, GRAIN, IRRIGATED",5,186.07,5.19,BU / ACRE,$ / BU
53071,"WHEAT, WINTER, IRRIGATED",18074,125.79,6.49,BU / ACRE,$ / BU
06033,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",524,1.94,179.50,TONS / ACRE,$ / TON
41019,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",5626,2.22,189.38,TONS / ACRE,$ / TON
53053,"BEANS, DRY EDIBLE",3,1765.00,0.346,LB / ACRE,$ / LB
53077,"WHEAT, WINTER, IRRIGATED",7360,104.81,6.49,BU / ACRE,$ / BU
41053,POTATOES,2,367.60,8.11,CWT / ACRE,$ / CWT
41039,"CORN, SILAGE",1628,23.76,5.300,TONS / ACRE,$ / TON
06021,"BEANS, DRY EDIBLE, NON-IRRIGATED",0,2789.67,0.549,LB / ACRE,$ / LB
53019,"HAY, ALFALFA, IRRIGATED",2165,4.07,186.25,TONS / ACRE,$ / TON
06021,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",1791,1.26,179.50,TONS / ACRE,$ / TON
30029,"WHEAT, WINTER, NON-IRRIGATED",5407,65.23,6.39,BU / ACRE,$ / BU
16009,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",11489,1.99,171.63,TONS / ACRE,$ / TON
53037,"HAY, ALFALFA, NON-IRRIGATED",485,1.17,186.25,TONS / ACRE,$ / TON
06047,"HAYLAGE, (EXCL ALFALFA), NON-IRRIGATED",3955,11.01,29.626,TONS / ACRE,$ / TON
06067,"CORN, SILAGE, IRRIGATED",4999,24.22,5.190,TONS / ACRE,$ / TON
16067,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",37,4.56,171.63,TONS / ACRE,$ / TON
41071,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",882,2.97,189.38,TONS / ACRE,$ / TON
06097,"BEANS, DRY EDIBLE, NON-IRRIGATED",11,2114.33,0.549,LB / ACRE,$ / LB
06091,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",928,2.78,179.50,TONS / ACRE,$ / TON
41029,"BEANS, DRY EDIBLE, IRRIGATED",6,2231.25,0.358,LB / ACRE,$ / LB
06091,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",0,1.33,179.50,TONS / ACRE,$ / TON
16087,"WHEAT, WINTER, NON-IRRIGATED",1929,26.70,6.29,BU / ACRE,$ / BU
06057,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",248,1.89,179.50,TONS / ACRE,$ / TON
16055,"BEANS, DRY EDIBLE",3200,1352.86,0.326,LB / ACRE,$ / LB
16083,"BARLEY, NON-IRRIGATED",160,24.75,5.33,BU / ACRE,$ / BU
41007,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",414,2.85,189.38,TONS / ACRE,$ / TON
53073,"CORN, SILAGE, NON-IRRIGATED",10633,21.64,5.380,TONS / ACRE,$ / TON
16001,"SUGARBEETS, NON-IRRIGATED",0,38.11,48.40,TONS / ACRE,$ / TON
41039,"CORN, GRAIN, NON-IRRIGATED",0,61.83,5.30,BU / ACRE,$ / BU
53027,"CORN, SILAGE, NON-IRRIGATED",0,20.53,5.380,TONS / ACRE,$ / TON
16047,"BARLEY, IRRIGATED",3125,108.82,5.33,BU / ACRE,$ / BU
30047,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",1700,1.18,109.38,TONS / ACRE,$ / TON
41003,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",5401,2.10,189.38,TONS / ACRE,$ / TON
06113,"WHEAT, WINTER, NON-IRRIGATED",5985,51.92,5.77,BU / ACRE,$ / BU
16067,"CORN, GRAIN, IRRIGATED",1837,191.15,5.24,BU / ACRE,$ / BU
41009,BARLEY,51,58.25,4.21,BU / ACRE,$ / BU
41063,"HAY, ALFALFA, NON-IRRIGATED",3764,2.21,190.00,TONS / ACRE,$ / TON
06023,"BEANS, DRY EDIBLE, IRRIGATED",3,1970.00,0.549,LB / ACRE,$ / LB
06099,"CORN, GRAIN, IRRIGATED",2392,186.07,5.19,BU / ACRE,$ / BU
30049,"HAY, ALFALFA, IRRIGATED",21889,3.28,110.50,TONS / ACRE,$ / TON
53035,"HAY, ALFALFA",14,2.21,186.25,TONS / ACRE,$ / TON
06105,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",8,1.01,179.50,TONS / ACRE,$ / TON
53013,"HAY, ALFALFA, NON-IRRIGATED",383,1.16,186.25,TONS / ACRE,$ / TON
16021,"WHEAT, WINTER",10458,73.81,6.29,BU / ACRE,$ / BU
41037,POTATOES,2,442.20,8.11,CWT / ACRE,$ / CWT
41005,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",10531,2.16,189.38,TONS / ACRE,$ / TON
16083,"SUGARBEETS, IRRIGATED",8755,34.75,48.40,TONS / ACRE,$ / TON
41029,"HAYLAGE, ALFALFA",398,4.09,38.000,TONS / ACRE,$ / TON
06077,"HAYLAGE, (EXCL ALFALFA), NON-IRRIGATED",6825,10.87,29.626,TONS / ACRE,$ / TON
06021,"HAYLAGE, (EXCL ALFALFA), IRRIGATED",3187,13.80,29.626,TONS / ACRE,$ / TON
06023,"HAY, ALFALFA, NON-IRRIGATED",299,3.10,189.00,TONS / ACRE,$ / TON
06023,"BEANS, DRY EDIBLE, IRRIGATED",3,2600.00,0.549,LB / ACRE,$ / LB
06095,"WHEAT, WINTER, IRRIGATED",7562,73.44,5.77,BU / ACRE,$ / BU
16073,"SUGARBEETS, IRRIGATED",5549,34.75,48.40,TONS / ACRE,$ / TON
53057,"HAYLAGE, (EXCL ALFALFA), NON-IRRIGATED",7445,8.53,40.426,TONS / ACRE,$ / TON
16001,"CORN, GRAIN, IRRIGATED",5571,191.15,5.24,BU / ACRE,$ / BU
06047,"WHEAT, WINTER, IRRIGATED",17165,99.26,5.77,BU / ACRE,$ / BU
16053,"CORN, GRAIN, NON-IRRIGATED",0,152.35,5.24,BU / ACRE,$ / BU
06039,"HAYLAGE, (EXCL ALFALFA)",7186,14.46,29.626,TONS / ACRE,$ / TON
41035,"BARLEY, NON-IRRIGATED",5317,46.01,4.21,BU / ACRE,$ / BU
53075,"HAY, ALFALFA, NON-IRRIGATED",6269,1.78,186.25,TONS / ACRE,$ / TON
06007,"HAY, ALFALFA, IRRIGATED",1425,6.56,189.00,TONS / ACRE,$ / TON
53013,"BEANS, DRY EDIBLE",2922,1465.00,0.346,LB / ACRE,$ / LB
16085,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",793,1.01,171.63,TONS / ACRE,$ / TON
16047,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",506,2.79,171.63,TONS / ACRE,$ / TON
41039,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",1958,2.46,189.38,TONS / ACRE,$ / TON
16009,"OATS, NON-IRRIGATED",786,73.30,2.80,BU / ACRE,$ / BU
16027,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",109,1.34,171.63,TONS / ACRE,$ / TON
41027,"HAY, ALFALFA, IRRIGATED",403,2.48,190.00,TONS / ACRE,$ / TON
16045,"CORN, GRAIN, NON-IRRIGATED",0,170.75,5.24,BU / ACRE,$ / BU
06101,"BEANS, DRY EDIBLE, IRRIGATED",7392,1892.00,0.549,LB / ACRE,$ / LB
30099,"HAYLAGE, (EXCL ALFALFA), IRRIGATED",466,2.35,20.676,TONS / ACRE,$ / TON
41019,"BEANS, DRY EDIBLE",3,,0.358,LB / ACRE,$ / LB
30049,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",925,1.88,109.38,TONS / ACRE,$ / TON
53047,"HAYLAGE, (EXCL ALFALFA)",1064,4.28,40.426,TONS / ACRE,$ / TON
06081,OATS,90,123.00,3.57,BU / ACRE,$ / BU
41043,POTATOES,7,367.60,8.11,CWT / ACRE,$ / CWT
06103,"CORN, GRAIN, IRRIGATED",719,186.07,5.19,BU / ACRE,$ / BU
41067,"BARLEY, IRRIGATED",94,111.44,4.21,BU / ACRE,$ / BU
41069,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",2548,2.19,189.38,TONS / ACRE,$ / TON
06081,"CORN, SILAGE, NON-IRRIGATED",0,13.52,5.190,TONS / ACRE,$ / TON
16015,"HAY, ALFALFA, IRRIGATED",1340,4.03,174.38,TONS / ACRE,$ / TON
41071,"WHEAT, WINTER, NON-IRRIGATED",11186,88.52,6.72,BU / ACRE,$ / BU
41067,"HAY, ALFALFA, NON-IRRIGATED",258,2.73,190.00,TONS / ACRE,$ / TON
16027,"WHEAT, WINTER, IRRIGATED",28386,114.32,6.29,BU / ACRE,$ / BU
16053,OATS,162,144.78,2.80,BU / ACRE,$ / BU
41053,"HAY, ALFALFA",293,3.45,190.00,TONS / ACRE,$ / TON
53047,POTATOES,16,630.25,7.45,CWT / ACRE,$ / CWT
53067,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",6932,2.03,190.25,TONS / ACRE,$ / TON
06105,"HAY, ALFALFA, NON-IRRIGATED",0,0.42,189.00,TONS / ACRE,$ / TON
06047,"HAYLAGE, ALFALFA, IRRIGATED",16303,7.46,37.800,TONS / ACRE,$ / TON
06113,"HAY, ALFALFA, IRRIGATED",33519,6.78,189.00,TONS / ACRE,$ / TON
30035,LENTILS,3314,1183.33,0.238,LB / ACRE,$ / LB
41011,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",1122,2.51,189.38,TONS / ACRE,$ / TON
41033,"CORN, GRAIN, IRRIGATED",74,169.15,5.30,BU / ACRE,$ / BU
41043,"HAY, ALFALFA, IRRIGATED",327,4.51,190.00,TONS / ACRE,$ / TON
16035,"HAY, ALFALFA",1142,1.95,174.38,TONS / ACRE,$ / TON
06099,"BEANS, DRY EDIBLE, LIMA, NON-IRRIGATED",150,2530.00,0.549,LB / ACRE,$ / LB
41003,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",690,2.58,189.38,TONS / ACRE,$ / TON
06007,"WHEAT, WINTER, NON-IRRIGATED",0,60.25,5.77,BU / ACRE,$ / BU
30001,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",6372,1.26,109.38,TONS / ACRE,$ / TON
41001,"BARLEY, IRRIGATED",495,103.58,4.21,BU / ACRE,$ / BU
06023,"HAYLAGE, ALFALFA, IRRIGATED",603,8.66,37.800,TONS / ACRE,$ / TON
41029,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",1677,1.86,189.38,TONS / ACRE,$ / TON
53063,"WHEAT, WINTER, NON-IRRIGATED",97954,64.80,6.49,BU / ACRE,$ / BU
06095,"HAYLAGE, (EXCL ALFALFA), NON-IRRIGATED",884,5.92,29.626,TONS / ACRE,$ / TON
41031,"HAY, ALFALFA, IRRIGATED",10924,4.53,190.00,TONS / ACRE,$ / TON
06013,"CORN, GRAIN, NON-IRRIGATED",0,141.00,5.19,BU / ACRE,$ / BU
16047,"BARLEY, NON-IRRIGATED",0,21.92,5.33,BU / ACRE,$ / BU
06023,"HAYLAGE, (EXCL ALFALFA), IRRIGATED",1750,7.80,29.626,TONS / ACRE,$ / TON
53059,POTATOES,1,380.00,7.45,CWT / ACRE,$ / CWT
41049,"CORN, GRAIN, IRRIGATED",6071,254.03,5.30,BU / ACRE,$ / BU
41029,"HAY, ALFALFA, NON-IRRIGATED",920,2.28,190.00,TONS / ACRE,$ / TON
16053,"CORN, GRAIN, IRRIGATED",3942,191.15,5.24,BU / ACRE,$ / BU
53021,"HAYLAGE, ALFALFA, IRRIGATED",1948,7.48,37.250,TONS / ACRE,$ / TON
06097,"CORN, GRAIN, NON-IRRIGATED",0,141.00,5.19,BU / ACRE,$ / BU
16031,"HAYLAGE, (EXCL ALFALFA), NON-IRRIGATED",55,4.46,27.300,TONS / ACRE,$ / TON
06097,"CORN, SILAGE",789,31.83,5.190,TONS / ACRE,$ / TON
16069,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",3049,2.15,171.63,TONS / ACRE,$ / TON
16027,"BEANS, DRY EDIBLE, NON-IRRIGATED",0,2560.00,0.326,LB / ACRE,$ / LB
53065,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",483,3.72,190.25,TONS / ACRE,$ / TON
16083,"WHEAT, WINTER, IRRIGATED",19660,121.64,6.29,BU / ACRE,$ / BU
41031,"WHEAT, WINTER, IRRIGATED",5739,135.64,6.72,BU / ACRE,$ / BU
06077,"OATS, IRRIGATED",1410,106.21,3.57,BU / ACRE,$ / BU
53041,"CORN, SILAGE",915,19.85,5.380,TONS / ACRE,$ / TON
16083,"HAYLAGE, ALFALFA, NON-IRRIGATED",0,4.73,34.876,TONS / ACRE,$ / TON
06105,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",295,2.11,179.50,TONS / ACRE,$ / TON
16037,"HAYLAGE, ALFALFA, NON-IRRIGATED",0,1.94,34.876,TONS / ACRE,$ / TON
53023,"WHEAT, WINTER",54730,63.93,6.49,BU / ACRE,$ / BU
53049,"HAYLAGE, ALFALFA",220,4.08,37.250,TONS / ACRE,$ / TON
16073,"CORN, SILAGE, NON-IRRIGATED",0,29.20,5.240,TONS / ACRE,$ / TON
16087,"CORN, SILAGE, NON-IRRIGATED",0,29.17,5.240,TONS / ACRE,$ / TON
06089,"HAYLAGE, (EXCL ALFALFA)",980,4.69,29.626,TONS / ACRE,$ / TON
30063,"HAYLAGE, ALFALFA, NON-IRRIGATED",0,1.24,22.100,TONS / ACRE,$ / TON
16067,"HAYLAGE, ALFALFA, IRRIGATED",292,4.20,34.876,TONS / ACRE,$ / TON
06099,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",1928,2.78,179.50,TONS / ACRE,$ / TON
16087,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",762,1.72,171.63,TONS / ACRE,$ / TON
16003,"HAY, ALFALFA, NON-IRRIGATED",6188,0.99,174.38,TONS / ACRE,$ / TON
41059,"CORN, SILAGE, IRRIGATED",911,17.69,5.300,TONS / ACRE,$ / TON
53029,"CORN, SILAGE",408,15.11,5.380,TONS / ACRE,$ / TON
06089,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",1343,1.83,179.50,TONS / ACRE,$ / TON
06039,"HAY, ALFALFA, IRRIGATED",19705,7.25,189.00,TONS / ACRE,$ / TON
16053,"SUGARBEETS, IRRIGATED",13219,34.75,48.40,TONS / ACRE,$ / TON
41039,"SUGARBEETS, IRRIGATED",366,32.70,48.40,TONS / ACRE,$ / TON
41045,"WHEAT, WINTER, IRRIGATED",17219,117.76,6.72,BU / ACRE,$ / BU
06095,"CORN, SILAGE, NON-IRRIGATED",0,29.64,5.190,TONS / ACRE,$ / TON
16083,"CORN, SILAGE, NON-IRRIGATED",0,26.15,5.240,TONS / ACRE,$ / TON
06095,BARLEY,2984,55.82,5.09,BU / ACRE,$ / BU
41027,"HAYLAGE, ALFALFA, NON-IRRIGATED",0,0.97,38.000,TONS / ACRE,$ / TON
16031,"SUGARBEETS, IRRIGATED",36799,34.75,48.40,TONS / ACRE,$ / TON
53003,BARLEY,1568,49.87,4.11,BU / ACRE,$ / BU
06097,"BEANS, DRY EDIBLE, LIMA, NON-IRRIGATED",0,2500.00,0.549,LB / ACRE,$ / LB
16049,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",13809,1.50,171.63,TONS / ACRE,$ / TON
06055,"CORN, GRAIN, NON-IRRIGATED",0,141.00,5.19,BU / ACRE,$ / BU
53017,"WHEAT, WINTER",149939,43.99,6.49,BU / ACRE,$ / BU
30089,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",4187,1.00,109.38,TONS / ACRE,$ / TON
41003,"SUGARBEETS, NON-IRRIGATED",0,35.73,48.40,TONS / ACRE,$ / TON
41031,"WHEAT, WINTER, NON-IRRIGATED",2079,72.84,6.72,BU / ACRE,$ / BU
41033,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",2410,1.83,189.38,TONS / ACRE,$ / TON
53053,"HAY, ALFALFA, IRRIGATED",108,4.32,186.25,TONS / ACRE,$ / TON
06023,"CORN, GRAIN, NON-IRRIGATED",0,183.25,5.19,BU / ACRE,$ / BU
41049,POTATOES,8544,697.20,8.11,CWT / ACRE,$ / CWT
