commodity,location,year,reported,irrigated_acres,total_acres,total_production,unit
PECANS,06019,2012,t,,317,,
PECANS,06019,2012,f,,317,,
"PECANS, IMPROVED",06019,2012,t,,181,,
"PECANS, IMPROVED",06019,2012,f,,181,,
"PECANS, NATIVE & SEEDLING",06019,2012,f,,136,,
"PECANS, NATIVE & SEEDLING",06019,2012,t,,136,,
PEPPERS,06019,2012,f,,1864,,
"PEPPERS, BELL",06019,2012,t,,1725,,
"PEPPERS, BELL",06019,2012,f,,1725,,
"PEPPERS, BELL, FRESH MARKET",06019,2012,f,,1324,,
"PEPPERS, BELL, FRESH MARKET",06019,2012,t,,1324,,
"PEPPERS, BELL, PROCESSING",06019,2012,f,,401,,
"PEPPERS, BELL, PROCESSING",06019,2012,t,,401,,
"PEPPERS, CHILE",06019,2012,f,,139,,
"PEPPERS, CHILE",06019,2012,t,,139,,
"PEPPERS, CHILE, FRESH MARKET",06019,2012,f,,138,,
"PEPPERS, CHILE, FRESH MARKET",06019,2012,t,,138,,
"PEPPERS, CHILE, PROCESSING",06019,2012,t,,1,,
"PEPPERS, CHILE, PROCESSING",06019,2012,f,,1,,
PERSIMMONS,06019,2012,f,,772,,
PERSIMMONS,06019,2012,t,,772,,
PISTACHIOS,06019,2012,t,,30084,,
PISTACHIOS,06019,2012,f,,30084,,
PLUM-APRICOT HYBRIDS,06019,2012,f,,1631,,
"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS",06019,2012,f,,1631,,
"PLUM-APRICOT HYBRIDS, INCL PLUMCOTS & PLUOTS",06019,2012,t,,1631,,
PLUMS,06019,2012,t,,6894,,
PLUMS,06019,2012,f,,6894,,
PLUMS & PRUNES,06019,2012,t,,8323,,
PLUMS & PRUNES,06019,2012,f,,8323,,
POMEGRANATES,06019,2012,t,,4927,,
POMEGRANATES,06019,2012,f,,4927,,
POTATOES,06019,2012,t,,12,,
POTATOES,06019,2012,f,,12,,
"POTATOES, FRESH MARKET",06019,2012,f,,12,,
"POTATOES, FRESH MARKET",06019,2012,t,,12,,
PRUNES,06019,2012,t,,1429,,
PRUNES,06019,2012,f,,1429,,
PUMPKINS,06019,2012,t,,68,,
PUMPKINS,06019,2012,f,,68,,
"PUMPKINS, FRESH MARKET",06019,2012,t,,68,,
"PUMPKINS, FRESH MARKET",06019,2012,f,,68,,
RADISHES,06019,2012,f,,33,,
RADISHES,06019,2012,t,,33,,
"RADISHES, FRESH MARKET",06019,2012,t,,31,,
"RADISHES, FRESH MARKET",06019,2012,f,,31,,
"RADISHES, PROCESSING",06019,2012,f,,2,,
"RADISHES, PROCESSING",06019,2012,t,,2,,
RHUBARB,06019,2012,f,,2,,
RHUBARB,06019,2012,t,,2,,
"RHUBARB, FRESH MARKET",06019,2012,t,,2,,
"RHUBARB, FRESH MARKET",06019,2012,f,,2,,
RICE,06019,2012,t,4430,4430,314492,CWT
SAFFLOWER,06019,2012,t,,497,543580,LB
SHORT TERM WOODY CROPS,06019,2012,t,3,7,,
SHORT TERM WOODY CROPS,06019,2012,f,3,7,,
SORGHUM,06019,2012,f,4967,4967,79742,TONS
"SORGHUM, SILAGE",06019,2012,t,4967,4967,79742,TONS
SPINACH,06019,2012,t,,409,,
SPINACH,06019,2012,f,,409,,
SQUASH,06019,2012,t,,1403,,
SQUASH,06019,2012,f,,2806,,
"SQUASH, FRESH MARKET",06019,2012,t,,1263,,
"SQUASH, FRESH MARKET",06019,2012,f,,1263,,
"SQUASH, PROCESSING",06019,2012,t,,140,,
"SQUASH, PROCESSING",06019,2012,f,,140,,
"SQUASH, SUMMER",06019,2012,f,,706,,
"SQUASH, SUMMER",06019,2012,t,,706,,
"SQUASH, WINTER",06019,2012,t,,697,,
"SQUASH, WINTER",06019,2012,f,,697,,
SWEET CORN,06019,2012,t,,8346,,
SWEET CORN,06019,2012,f,,8346,,
TANGERINES,06019,2012,f,,3800,,
TANGERINES,06019,2012,t,,3800,,
TOMATOES,06019,2012,f,,93967,,
"TOMATOES, IN THE OPEN",06019,2012,f,,93967,,
"TOMATOES, IN THE OPEN",06019,2012,t,,93967,,
"TOMATOES, IN THE OPEN, FRESH MARKET",06019,2012,t,,4711,,
"TOMATOES, IN THE OPEN, FRESH MARKET",06019,2012,f,,4711,,
"TOMATOES, IN THE OPEN, PROCESSING",06019,2012,t,,89256,,
"TOMATOES, IN THE OPEN, PROCESSING",06019,2012,f,,89256,,
TRANSPLANTS,06019,2012,f,,60,,
"TRANSPLANTS, COMMERCIAL",06019,2012,f,,60,,
"TRANSPLANTS, COMMERCIAL, VEGETABLE & STRAWBERRY",06019,2012,f,,60,,
"TRANSPLANTS, COMMERCIAL, VEGETABLE & STRAWBERRY, IN THE OPEN",06019,2012,t,,60,,
"TRANSPLANTS, COMMERCIAL, VEGETABLE & STRAWBERRY, IN THE OPEN",06019,2012,f,,60,,
"TREE NUTS, OTHER",06019,2012,f,,132,,
"TREE NUTS, OTHER, TREE NUTS",06019,2012,f,,132,,
"TREE NUTS, OTHER, TREE NUTS, OTHER",06019,2012,t,,132,,
"TREE NUTS, OTHER, TREE NUTS, OTHER",06019,2012,f,,132,,
TREE NUT TOTALS,06019,2012,f,,169068,,
TREE NUT TOTALS,06019,2012,t,,169068,,
TURNIPS,06019,2012,t,,26,,
TURNIPS,06019,2012,f,,26,,
"TURNIPS, FRESH MARKET",06019,2012,t,,26,,
"TURNIPS, FRESH MARKET",06019,2012,f,,26,,
VEGETABLE SEEDS,06019,2012,f,,1500,,
"VEGETABLE SEEDS, IN THE OPEN",06019,2012,t,,1500,,
"VEGETABLE SEEDS, IN THE OPEN",06019,2012,f,,1500,,
"VEGETABLES, OTHER",06019,2012,f,,1646,,
"VEGETABLES, OTHER, VEGETABLES",06019,2012,f,,1646,,
"VEGETABLES, OTHER, VEGETABLES, OTHER",06019,2012,f,,1646,,
"VEGETABLES, OTHER, VEGETABLES, OTHER",06019,2012,t,,1646,,
"VEGETABLES, OTHER, VEGETABLES, OTHER, FRESH MARKET",06019,2012,f,,1247,,
"VEGETABLES, OTHER, VEGETABLES, OTHER, FRESH MARKET",06019,2012,t,,1247,,
"VEGETABLES, OTHER, VEGETABLES, OTHER, PROCESSING",06019,2012,t,,399,,
"VEGETABLES, OTHER, VEGETABLES, OTHER, PROCESSING",06019,2012,f,,399,,
VEGETABLE TOTALS,06019,2012,f,,176589,,
"VEGETABLE TOTALS, IN THE OPEN",06019,2012,t,166806,176589,,
"VEGETABLE TOTALS, IN THE OPEN",06019,2012,f,,176589,,
"VEGETABLE TOTALS, IN THE OPEN, FRESH MARKET",06019,2012,t,,66448,,
"VEGETABLE TOTALS, IN THE OPEN, FRESH MARKET",06019,2012,f,,66448,,
"VEGETABLE TOTALS, IN THE OPEN, PROCESSING",06019,2012,t,,110141,,
"VEGETABLE TOTALS, IN THE OPEN, PROCESSING",06019,2012,f,,110141,,
WALNUTS,06019,2012,f,,6445,,
"WALNUTS, ENGLISH",06019,2012,t,,6445,,
"WALNUTS, ENGLISH",06019,2012,f,,6445,,
WHEAT,06019,2012,t,49844,63910,5833793,BU
"WHEAT, SPRING",06019,2012,f,24788,26998,2688015,BU
"WHEAT, SPRING, DURUM",06019,2012,t,24788,25368,2558568,BU
"WHEAT, SPRING, (EXCL DURUM)",06019,2012,t,,1630,129447,BU
"WHEAT, WINTER",06019,2012,t,,36912,3145778,BU
ALMONDS,06021,2012,t,,45693,,
ALMONDS,06021,2012,f,,45693,,
AQUATIC PLANTS,06021,2012,f,,5,,
"AQUATIC PLANTS, IN THE OPEN",06021,2012,t,,5,,
"AQUATIC PLANTS, IN THE OPEN",06021,2012,f,,5,,
BARLEY,06021,2012,t,,762,51457,BU
BEANS,06021,2012,f,1455,1455,47319,CWT
"BEANS, DRY EDIBLE",06021,2012,f,1455,1455,47319,CWT
"BEANS, DRY EDIBLE, (EXCL LIMA)",06021,2012,t,1455,1455,47319,CWT
BEDDING PLANT TOTALS,06021,2012,f,,44,,
"BEDDING PLANT TOTALS, IN THE OPEN",06021,2012,f,,44,,
"BEDDING PLANT TOTALS, IN THE OPEN",06021,2012,t,,44,,
CHERRIES,06021,2012,f,,16,,
"CHERRIES, SWEET",06021,2012,t,,16,,
"CHERRIES, SWEET",06021,2012,f,,16,,
"CITRUS, OTHER",06021,2012,f,,1,,
"CITRUS, OTHER, CITRUS",06021,2012,f,,1,,
"CITRUS, OTHER, CITRUS, OTHER",06021,2012,t,,1,,
"CITRUS, OTHER, CITRUS, OTHER",06021,2012,f,,1,,
CITRUS TOTALS,06021,2012,t,,329,,
CITRUS TOTALS,06021,2012,f,,329,,
CORN,06021,2012,f,7236,14416,1763606,BU
CORN,06021,2012,f,7236,14416,1763606,TONS
"CORN, GRAIN",06021,2012,t,7236,7264,1570387,BU
"CORN, SILAGE",06021,2012,t,,7152,193219,TONS
COTTON,06021,2012,t,1610,1610,5230,BALES
"COTTON, UPLAND",06021,2012,t,1610,1610,5230,BALES
CUCUMBERS,06021,2012,f,,740,,
CUCUMBERS,06021,2012,t,,740,,
CUT FLOWERS & CUT CULTIVATED GREENS,06021,2012,f,,4,,
"CUT FLOWERS & CUT CULTIVATED GREENS, IN THE OPEN",06021,2012,f,,4,,
"CUT FLOWERS & CUT CULTIVATED GREENS, IN THE OPEN",06021,2012,t,,4,,
FLORICULTURE TOTALS,06021,2012,f,,48,,
"FLORICULTURE TOTALS, IN THE OPEN",06021,2012,f,,48,,
"FLORICULTURE TOTALS, IN THE OPEN",06021,2012,t,,48,,
GARLIC,06021,2012,f,,2,,
GARLIC,06021,2012,t,,2,,
"GARLIC, FRESH MARKET",06021,2012,t,,2,,
"GARLIC, FRESH MARKET",06021,2012,f,,2,,
GRAPEFRUIT,06021,2012,f,,1,,
GRAPEFRUIT,06021,2012,t,,1,,
HAY,06021,2012,t,15274,24194,104494,TONS
"HAY, ALFALFA",06021,2012,t,10654,12189,74377,TONS
HAY & HAYLAGE,06021,2012,t,17740,27086,133383,TONS
HAYLAGE,06021,2012,t,3187,4172,58444,TONS
"HAYLAGE, (EXCL ALFALFA)",06021,2012,t,3187,4172,58444,TONS
"HAY, SMALL GRAIN",06021,2012,t,2888,8118,23781,TONS
"HAY, TAME",06021,2012,f,1445,3236,5566,TONS
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",06021,2012,t,1445,3236,5566,TONS
"HAY, WILD",06021,2012,t,287,651,770,TONS
HORSERADISH,06021,2012,t,,1,,
HORSERADISH,06021,2012,f,,1,,
"HORSERADISH, FRESH MARKET",06021,2012,t,,1,,
"HORSERADISH, FRESH MARKET",06021,2012,f,,1,,
LETTUCE,06021,2012,f,,1,,
LETTUCE,06021,2012,t,,1,,
"LETTUCE, FRESH MARKET",06021,2012,f,,1,,
"LETTUCE, FRESH MARKET",06021,2012,t,,1,,
"LETTUCE, LEAF",06021,2012,t,,1,,
"LETTUCE, LEAF",06021,2012,f,,1,,
"LETTUCE, LEAF, FRESH MARKET",06021,2012,t,,1,,
"LETTUCE, LEAF, FRESH MARKET",06021,2012,f,,1,,
MELONS,06021,2012,f,,1007,,
"MELONS, WATERMELON",06021,2012,f,,1007,,
"MELONS, WATERMELON",06021,2012,t,,1007,,
"MELONS, WATERMELON, FRESH MARKET",06021,2012,f,,1007,,
"MELONS, WATERMELON, FRESH MARKET",06021,2012,t,,1007,,
NON-CITRUS TOTALS,06021,2012,f,,12253,,
"NON-CITRUS TOTALS, (EXCL BERRIES)",06021,2012,f,,12253,,
"NON-CITRUS TOTALS, (EXCL BERRIES)",06021,2012,t,,12253,,
OATS,06021,2012,t,,1200,78084,BU
OLIVES,06021,2012,t,,6426,,
OLIVES,06021,2012,f,,6426,,
ONIONS,06021,2012,f,,97,,
"ONIONS, DRY",06021,2012,t,,97,,
"ONIONS, DRY",06021,2012,f,,97,,
"ONIONS, DRY, FRESH MARKET",06021,2012,t,,97,,
"ONIONS, DRY, FRESH MARKET",06021,2012,f,,97,,
ORANGES,06021,2012,f,,252,,
ORANGES,06021,2012,t,,252,,
PEARS,06021,2012,t,,5,,
PEARS,06021,2012,f,,5,,
PECANS,06021,2012,t,,204,,
PECANS,06021,2012,f,,204,,
"PECANS, IMPROVED",06021,2012,f,,204,,
"PECANS, IMPROVED",06021,2012,t,,204,,
POMEGRANATES,06021,2012,f,,12,,
POMEGRANATES,06021,2012,t,,12,,
PUMPKINS,06021,2012,t,,83,,
PUMPKINS,06021,2012,f,,83,,
"PUMPKINS, FRESH MARKET",06021,2012,f,,83,,
"PUMPKINS, FRESH MARKET",06021,2012,t,,83,,
RICE,06021,2012,t,94330,94330,8155826,CWT
SORGHUM,06021,2012,f,521,521,9720,TONS
"SORGHUM, SILAGE",06021,2012,t,521,521,9720,TONS
SQUASH,06021,2012,t,,41,,
SQUASH,06021,2012,f,,36,,
"SQUASH, FRESH MARKET",06021,2012,t,,36,,
"SQUASH, FRESH MARKET",06021,2012,f,,36,,
STRAWBERRIES,06021,2012,f,,8,,
STRAWBERRIES,06021,2012,t,,8,,
SUNFLOWER,06021,2012,t,3092,3797,4847154,LB
"SUNFLOWER, NON-OIL TYPE",06021,2012,t,,247,255600,LB
"SUNFLOWER, OIL TYPE",06021,2012,t,3092,3550,4591554,LB
TOMATOES,06021,2012,f,,3,,
"TOMATOES, IN THE OPEN",06021,2012,f,,3,,
"TOMATOES, IN THE OPEN, FRESH MARKET",06021,2012,t,,3,,
"TOMATOES, IN THE OPEN, FRESH MARKET",06021,2012,f,,3,,
TREE NUT TOTALS,06021,2012,t,,66303,,
TREE NUT TOTALS,06021,2012,f,,66303,,
VEGETABLE SEEDS,06021,2012,f,,2137,,
"VEGETABLE SEEDS, IN THE OPEN",06021,2012,t,,2137,,
"VEGETABLE SEEDS, IN THE OPEN",06021,2012,f,,2137,,
"VEGETABLES, OTHER",06021,2012,f,,3,,
"VEGETABLES, OTHER, VEGETABLES",06021,2012,f,,3,,
"VEGETABLES, OTHER, VEGETABLES, OTHER",06021,2012,t,,3,,
"VEGETABLES, OTHER, VEGETABLES, OTHER",06021,2012,f,,3,,
"VEGETABLES, OTHER, VEGETABLES, OTHER, FRESH MARKET",06021,2012,f,,3,,
"VEGETABLES, OTHER, VEGETABLES, OTHER, FRESH MARKET",06021,2012,t,,3,,
VEGETABLE TOTALS,06021,2012,f,3323,3403,,
"VEGETABLE TOTALS, IN THE OPEN",06021,2012,t,3323,3403,,
"VEGETABLE TOTALS, IN THE OPEN",06021,2012,f,3323,3403,,
WALNUTS,06021,2012,f,,19400,,
"WALNUTS, ENGLISH",06021,2012,t,,19400,,
"WALNUTS, ENGLISH",06021,2012,f,,19400,,
WHEAT,06021,2012,f,1729,1729,,
WHEAT,06021,2012,t,1729,6615,382004,BU
"WHEAT, WINTER",06021,2012,f,1729,1729,,
"WHEAT, WINTER",06021,2012,t,1729,1729,,
APPLES,06023,2012,f,,98,,
APPLES,06023,2012,t,,98,,
ARTICHOKES,06023,2012,f,,2,,
ARTICHOKES,06023,2012,t,,1,,
"ARTICHOKES, FRESH MARKET",06023,2012,t,,1,,
"ARTICHOKES, FRESH MARKET",06023,2012,f,,1,,
"ARTICHOKES, PROCESSING",06023,2012,t,,1,,
"ARTICHOKES, PROCESSING",06023,2012,f,,1,,
ASPARAGUS,06023,2012,f,,3,,
ASPARAGUS,06023,2012,t,,3,,
"ASPARAGUS, FRESH MARKET",06023,2012,t,,3,,
"ASPARAGUS, FRESH MARKET",06023,2012,f,,3,,
BEANS,06023,2012,f,3,42,485,
BEANS,06023,2012,f,3,42,485,CWT
"BEANS, DRY EDIBLE",06023,2012,f,3,29,485,CWT
"BEANS, DRY EDIBLE, (EXCL LIMA)",06023,2012,t,3,29,485,CWT
"BEANS, SNAP",06023,2012,t,,13,,
"BEANS, SNAP",06023,2012,f,,13,,
"BEANS, SNAP, FRESH MARKET",06023,2012,t,,13,,
"BEANS, SNAP, FRESH MARKET",06023,2012,f,,13,,
BEDDING PLANT TOTALS,06023,2012,f,,11,,
"BEDDING PLANT TOTALS, IN THE OPEN",06023,2012,t,,11,,
"BEDDING PLANT TOTALS, IN THE OPEN",06023,2012,f,,11,,
BEETS,06023,2012,t,,32,,
BEETS,06023,2012,f,,32,,
"BEETS, FRESH MARKET",06023,2012,f,,32,,
"BEETS, FRESH MARKET",06023,2012,t,,32,,
BLACKBERRIES,06023,2012,f,,8,,
"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES",06023,2012,t,,8,,
"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES",06023,2012,f,,8,,
BLUEBERRIES,06023,2012,f,,10,,
"BLUEBERRIES, TAME",06023,2012,t,,10,,
"BLUEBERRIES, TAME",06023,2012,f,,10,,
BOYSENBERRIES,06023,2012,f,,1,,
BOYSENBERRIES,06023,2012,t,,1,,
BROCCOLI,06023,2012,t,,7,,
BROCCOLI,06023,2012,f,,7,,
"BROCCOLI, FRESH MARKET",06023,2012,f,,7,,
"BROCCOLI, FRESH MARKET",06023,2012,t,,7,,
BRUSSELS SPROUTS,06023,2012,t,,4,,
BRUSSELS SPROUTS,06023,2012,f,,4,,
"BRUSSELS SPROUTS, FRESH MARKET",06023,2012,f,,4,,
"BRUSSELS SPROUTS, FRESH MARKET",06023,2012,t,,4,,
BULBS & CORMS & RHIZOMES & TUBERS,06023,2012,f,,10,,
"BULBS & CORMS & RHIZOMES & TUBERS, DRY",06023,2012,f,,10,,
"BULBS & CORMS & RHIZOMES & TUBERS, DRY, IN THE OPEN",06023,2012,f,,10,,
"BULBS & CORMS & RHIZOMES & TUBERS, DRY, IN THE OPEN",06023,2012,t,,10,,
CABBAGE,06023,2012,f,,8,,
"CABBAGE, CHINESE",06023,2012,f,,3,,
"CABBAGE, CHINESE",06023,2012,t,,3,,
"CABBAGE, CHINESE, FRESH MARKET",06023,2012,f,,3,,
"CABBAGE, CHINESE, FRESH MARKET",06023,2012,t,,3,,
"CABBAGE, HEAD",06023,2012,t,,5,,
"CABBAGE, HEAD",06023,2012,f,,5,,
"CABBAGE, HEAD, FRESH MARKET",06023,2012,t,,5,,
"CABBAGE, HEAD, FRESH MARKET",06023,2012,f,,5,,
CARROTS,06023,2012,t,,10,,
CARROTS,06023,2012,f,,10,,
"CARROTS, FRESH MARKET",06023,2012,t,,10,,
"CARROTS, FRESH MARKET",06023,2012,f,,10,,
CAULIFLOWER,06023,2012,f,,4,,
CAULIFLOWER,06023,2012,t,,4,,
"CAULIFLOWER, FRESH MARKET",06023,2012,f,,4,,
"CAULIFLOWER, FRESH MARKET",06023,2012,t,,4,,
CHERRIES,06023,2012,f,,7,,
"CHERRIES, SWEET",06023,2012,f,,2,,
"CHERRIES, SWEET",06023,2012,t,,2,,
"CHERRIES, TART",06023,2012,t,,5,,
"CHERRIES, TART",06023,2012,f,,5,,
CHESTNUTS,06023,2012,f,,53,,
CHESTNUTS,06023,2012,t,,53,,
CHICORY,06023,2012,t,,1,,
CHICORY,06023,2012,f,,1,,
"CHICORY, FRESH MARKET",06023,2012,f,,1,,
"CHICORY, FRESH MARKET",06023,2012,t,,1,,
CORN,06023,2012,f,9,236,4842,BU
CORN,06023,2012,f,9,236,4842,TONS
"CORN, GRAIN",06023,2012,t,9,9,296,BU
"CORN, SILAGE",06023,2012,t,,227,4546,TONS
CUCUMBERS,06023,2012,f,,11,,
CUCUMBERS,06023,2012,t,,11,,
"CUCUMBERS, FRESH MARKET",06023,2012,f,,11,,
"CUCUMBERS, FRESH MARKET",06023,2012,t,,11,,
CUT CHRISTMAS TREES,06023,2012,t,,123,,
CUT CHRISTMAS TREES,06023,2012,f,,123,,
CUT FLOWERS & CUT CULTIVATED GREENS,06023,2012,f,,116,,
"CUT FLOWERS & CUT CULTIVATED GREENS, IN THE OPEN",06023,2012,t,,116,,
"CUT FLOWERS & CUT CULTIVATED GREENS, IN THE OPEN",06023,2012,f,,116,,
EGGPLANT,06023,2012,t,,1,,
EGGPLANT,06023,2012,f,,1,,
"EGGPLANT, FRESH MARKET",06023,2012,f,,1,,
"EGGPLANT, FRESH MARKET",06023,2012,t,,1,,
FIGS,06023,2012,t,,3,,
FIGS,06023,2012,f,,3,,
FLORICULTURE TOTALS,06023,2012,f,,131,,
"FLORICULTURE TOTALS, IN THE OPEN",06023,2012,t,,131,,
"FLORICULTURE TOTALS, IN THE OPEN",06023,2012,f,,131,,
FOLIAGE PLANTS,06023,2012,f,,4,,
"FOLIAGE PLANTS, INDOOR USE",06023,2012,f,,4,,
"FOLIAGE PLANTS, INDOOR USE, IN THE OPEN",06023,2012,t,,4,,
"FOLIAGE PLANTS, INDOOR USE, IN THE OPEN",06023,2012,f,,4,,
GARLIC,06023,2012,f,,4,,
GARLIC,06023,2012,t,,4,,
"GARLIC, FRESH MARKET",06023,2012,t,,4,,
"GARLIC, FRESH MARKET",06023,2012,f,,4,,
GRAPES,06023,2012,t,,164,,
GRAPES,06023,2012,f,,164,,
GREENS,06023,2012,f,,11,,
"GREENS, KALE",06023,2012,t,,11,,
"GREENS, KALE",06023,2012,f,,11,,
"GREENS, KALE, FRESH MARKET",06023,2012,f,,11,,
"GREENS, KALE, FRESH MARKET",06023,2012,t,,11,,
HAY,06023,2012,t,2462,6709,22296,TONS
"HAY, ALFALFA",06023,2012,t,93,392,1392,TONS
HAY & HAYLAGE,06023,2012,t,4735,10455,37706,TONS
HAYLAGE,06023,2012,t,2353,4160,31172,TONS
"HAYLAGE, ALFALFA",06023,2012,t,603,1051,8743,TONS
"HAYLAGE, (EXCL ALFALFA)",06023,2012,t,1750,3109,22429,TONS
"HAY, SMALL GRAIN",06023,2012,t,28,302,487,TONS
"HAY, TAME",06023,2012,f,2341,4650,17586,TONS
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",06023,2012,t,2341,4650,17586,TONS
"HAY, WILD",06023,2012,t,,1365,2831,TONS
HERBS,06023,2012,f,,18,,
"HERBS, FRESH CUT",06023,2012,t,,18,,
"HERBS, FRESH CUT",06023,2012,f,,18,,
"HERBS, FRESH CUT, FRESH MARKET",06023,2012,f,,18,,
"HERBS, FRESH CUT, FRESH MARKET",06023,2012,t,,18,,
LETTUCE,06023,2012,f,,55,,
LETTUCE,06023,2012,t,,28,,
"LETTUCE, FRESH MARKET",06023,2012,t,,28,,
"LETTUCE, FRESH MARKET",06023,2012,f,,28,,
"LETTUCE, HEAD",06023,2012,f,,8,,
"LETTUCE, HEAD",06023,2012,t,,8,,
"LETTUCE, HEAD, FRESH MARKET",06023,2012,t,,8,,
"LETTUCE, HEAD, FRESH MARKET",06023,2012,f,,8,,
"LETTUCE, LEAF",06023,2012,f,,13,,
"LETTUCE, LEAF",06023,2012,t,,13,,
"LETTUCE, LEAF, FRESH MARKET",06023,2012,t,,13,,
"LETTUCE, LEAF, FRESH MARKET",06023,2012,f,,13,,
"LETTUCE, ROMAINE",06023,2012,t,,6,,
"LETTUCE, ROMAINE",06023,2012,f,,6,,
"LETTUCE, ROMAINE, FRESH MARKET",06023,2012,f,,6,,
"LETTUCE, ROMAINE, FRESH MARKET",06023,2012,t,,6,,
LOGANBERRIES,06023,2012,t,,2,,
LOGANBERRIES,06023,2012,f,,2,,
MELONS,06023,2012,f,,32,,
"MELONS, CANTALOUP",06023,2012,f,,29,,
"MELONS, CANTALOUP",06023,2012,t,,29,,
"MELONS, CANTALOUP, FRESH MARKET",06023,2012,t,,29,,
"MELONS, CANTALOUP, FRESH MARKET",06023,2012,f,,29,,
"MELONS, WATERMELON",06023,2012,f,,3,,
"MELONS, WATERMELON",06023,2012,t,,3,,
"MELONS, WATERMELON, FRESH MARKET",06023,2012,t,,3,,
"MELONS, WATERMELON, FRESH MARKET",06023,2012,f,,3,,
NON-CITRUS TOTALS,06023,2012,f,,308,,
"NON-CITRUS TOTALS, (EXCL BERRIES)",06023,2012,t,,308,,
"NON-CITRUS TOTALS, (EXCL BERRIES)",06023,2012,f,,308,,
NURSERY TOTALS,06023,2012,f,,42,,
"NURSERY TOTALS, IN THE OPEN",06023,2012,t,,42,,
"NURSERY TOTALS, IN THE OPEN",06023,2012,f,,42,,
OLIVES,06023,2012,f,,4,,
OLIVES,06023,2012,t,,4,,
ONIONS,06023,2012,f,,12,,
"ONIONS, DRY",06023,2012,t,,12,,
"ONIONS, DRY",06023,2012,f,,12,,
"ONIONS, DRY, FRESH MARKET",06023,2012,t,,12,,
"ONIONS, DRY, FRESH MARKET",06023,2012,f,,12,,
PEACHES,06023,2012,t,,15,,
PEACHES,06023,2012,f,,16,,
"PEACHES, CLINGSTONE",06023,2012,t,,1,,
"PEACHES, CLINGSTONE",06023,2012,f,,1,,
"PEACHES, FREESTONE",06023,2012,t,,15,,
"PEACHES, FREESTONE",06023,2012,f,,15,,
PEARS,06023,2012,t,,8,,
PEARS,06023,2012,f,,8,,
"PEARS, BARTLETT",06023,2012,t,,3,,
"PEARS, BARTLETT",06023,2012,f,,3,,
"PEARS, (EXCL BARTLETT)",06023,2012,t,,5,,
"PEARS, (EXCL BARTLETT)",06023,2012,f,,5,,
PEPPERS,06023,2012,f,,16,,
"PEPPERS, BELL",06023,2012,t,,7,,
"PEPPERS, BELL",06023,2012,f,,7,,
"PEPPERS, BELL, FRESH MARKET",06023,2012,t,,7,,
"PEPPERS, BELL, FRESH MARKET",06023,2012,f,,7,,
"PEPPERS, CHILE",06023,2012,f,,9,,
"PEPPERS, CHILE",06023,2012,t,,9,,
"PEPPERS, CHILE, FRESH MARKET",06023,2012,f,,8,,
"PEPPERS, CHILE, FRESH MARKET",06023,2012,t,,8,,
"PEPPERS, CHILE, PROCESSING",06023,2012,f,,1,,
"PEPPERS, CHILE, PROCESSING",06023,2012,t,,1,,
PLUMS,06023,2012,f,,3,,
PLUMS,06023,2012,t,,3,,
PLUMS & PRUNES,06023,2012,t,,5,,
PLUMS & PRUNES,06023,2012,f,,5,,
POTATOES,06023,2012,f,,82,,
POTATOES,06023,2012,t,,82,,
"POTATOES, FRESH MARKET",06023,2012,t,,82,,
"POTATOES, FRESH MARKET",06023,2012,f,,82,,
PRUNES,06023,2012,f,,2,,
PRUNES,06023,2012,t,,2,,
PUMPKINS,06023,2012,t,,109,,
PUMPKINS,06023,2012,f,,109,,
"PUMPKINS, FRESH MARKET",06023,2012,t,,109,,
"PUMPKINS, FRESH MARKET",06023,2012,f,,109,,
RASPBERRIES,06023,2012,f,,5,,
RASPBERRIES,06023,2012,t,,5,,
SPINACH,06023,2012,t,,7,,
SPINACH,06023,2012,f,,7,,
"SPINACH, FRESH MARKET",06023,2012,f,,7,,
"SPINACH, FRESH MARKET",06023,2012,t,,7,,
SQUASH,06023,2012,f,,76,,
"SQUASH, FRESH MARKET",06023,2012,t,,76,,
"SQUASH, FRESH MARKET",06023,2012,f,,76,,
STRAWBERRIES,06023,2012,f,,10,,
STRAWBERRIES,06023,2012,t,,10,,
SUNFLOWER,06023,2012,t,,6,3708,LB
"SUNFLOWER, OIL TYPE",06023,2012,t,,6,3708,LB
SWEET CORN,06023,2012,t,,21,,
SWEET CORN,06023,2012,f,,21,,
"SWEET CORN, FRESH MARKET",06023,2012,t,,21,,
"SWEET CORN, FRESH MARKET",06023,2012,f,,21,,
TOMATOES,06023,2012,f,,66,,
"TOMATOES, IN THE OPEN",06023,2012,f,,66,,
"TOMATOES, IN THE OPEN",06023,2012,t,,66,,
"TOMATOES, IN THE OPEN, FRESH MARKET",06023,2012,t,,64,,
"TOMATOES, IN THE OPEN, FRESH MARKET",06023,2012,f,,64,,
"TOMATOES, IN THE OPEN, PROCESSING",06023,2012,f,,2,,
"TOMATOES, IN THE OPEN, PROCESSING",06023,2012,t,,2,,
TREE NUT TOTALS,06023,2012,t,,59,,
TREE NUT TOTALS,06023,2012,f,,59,,
TURNIPS,06023,2012,f,,5,,
